"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"CDS:b2800:fucA:L-fuculose-1-phosphate_aldolase:cds2762:-:647:NC_000913.3"	0.804863004869497	4.38007227064075	1.02424779677123	0.330584384782828	0.591670159474381
"CDS:b3844:fre:NAD28P29H-flavin_reductase:cds3777:+:701:NC_000913.3"	-0.51169906314943	6.98554945014732	1.02323047488967	0.330815561181223	0.591799839019344
"CDS:b1785:yeaI:putative_membrane-anchored_diguanylate_cyclase:cds1773:+:1475:NC_000913.3"	1.28204103729895	3.28620646234547	1.02275724454905	0.330923177309421	0.591799839019344
"CDS:b4013:metA:homoserine_O-transsuccinylase:cds3927:+:929:NC_000913.3"	1.06590497832057	4.10207925334033	1.02159717453875	0.331187198914759	0.592033753812225
"CDS:b0583:entD:phosphopantetheinyltransferase_component_of_enterobactin_synthase_multienzyme_complex:cds579:-:620:NC_000913.3"	1.39686869556116	3.11076797532931	1.01779639840452	0.332054347005947	0.593106719491331
"CDS:b1514:lsrC:autoinducer_2_import_system_permease_protein:cds1499:+:1028:NC_000913.3"	1.39686869556116	3.11076797532931	1.01779639840452	0.332054347005947	0.593106719491331
"CDS:b1402:insD1:IS2_transposase_TnpB:cds1390:-:905:NC_000913.3"	1.00954287777607	3.82836364366254	1.01660815013272	0.332326116450031	0.593353660708693
"CDS:b0393:rdgC:nucleoid-associated_ssDNA_and_dsDNA_binding_protein3B_competitive_inhibitor_of_RecA_function:cds386:-:911:NC_000913.3"	-0.475846808876871	6.0478448522181	1.01443773371339	0.33282334906328	0.59400279648081
"CDS:b0703:rhsO:putative_membrane_protein:cds690:+:1520:NC_000913.3"	1.05765687251009	3.91059199295169	1.01277231067414	0.333205616736503	0.594079976444086
"CDS:b1323:tyrR:aromatic_amino_acid_biosynthesis_and_transport_regulon_transcriptional_regulator3B_autorepressor3B_ATPase3B_phosphatase:cds1307:+:1541:NC_000913.3"	-0.46380489998847	7.53100779818473	1.01145920213801	0.33350746311432	0.594079976444086
"CDS:b4522:ymiA:uncharacterized_protein:cds1256:+:164:NC_000913.3"	-0.721902534750288	4.80625432143801	1.01140420776169	0.333520113355361	0.594079976444086
"CDS:b3686:ibpB:heat_shock_chaperone:cds3633:-:428:NC_000913.3"	0.800888056121687	4.65004205451675	1.01044727272479	0.333740345867789	0.594079976444086
"CDS:b3597:yibH:putative_membrane_fusion_protein_28MFP29_component_of_efflux_pump:cds3542:-:1136:NC_000913.3"	1.41565250909958	3.40796932925149	1.01022759190429	0.333790933592965	0.594079976444086
"CDS:b3750:rbsC:D-ribose_transporter_subunit:cds3698:+:965:NC_000913.3"	-0.670719333065349	7.47814768500069	1.04620486605005	0.333817042314576	0.594079976444086
"CDS:b2231:gyrA:DNA_gyrase_28type_II_topoisomerase292C_subunit_A:cds2213:-:2627:NC_000913.3"	0.599554943064403	9.50565612525336	1.0096955910046	0.333913487659509	0.594079976444086
"CDS:b0046:kefF:potassium-efflux_system_ancillary_protein_for_KefC2C_glutathione-regulated3B_quinone_oxidoreductase2C_FMN-dependent:cds44:+:530:NC_000913.3"	1.10554731956476	3.8347674767657	1.0095977041781	0.333936044364835	0.594079976444086
"CDS:b3586:yiaV:membrane_fusion_protein_28MFP29_component_of_efflux_pump2C_signal_anchor:cds3527:-:1136:NC_000913.3"	1.5773175944313	2.90908986403134	1.00600936063875	0.334764449003454	0.595283869067724
"CDS:b2316:accD:acetyl-CoA_carboxylase2C_beta_28carboxyltransferase29_subunit:cds2300:-:914:NC_000913.3"	-0.506311875386378	8.47182386000518	1.00514437680398	0.334964582480851	0.595283869067724
"CDS:b3253:acuI:putative_acryloyl-CoA_reductase:cds3196:+:974:NC_000913.3"	0.470949082968446	7.31077625589217	1.00492824376987	0.335014616682803	0.595283869067724
"CDS:b2288:nuoA:NADH,ubiquinone_oxidoreductase2C_membrane_subunit_A:cds2272:-:443:NC_000913.3"	0.532036072789042	7.33576089966745	1.00270791921543	0.335529240926474	0.595346154188932
"CDS:b2213:ada:fused_DNA-binding_transcriptional_dual_regulator2FO6-methylguanine-DNA_methyltransferase:cds2196:-:1064:NC_000913.3"	0.785997086552978	4.42993856936516	1.00262431159235	0.335548641695492	0.595346154188932
"CDS:b1483:ddpF:D2CD-dipeptide_permease_system2C_ATP-binding_component:cds1469:-:926:NC_000913.3"	1.61969304084872	2.75980815567549	1.00133783461215	0.335847367179321	0.595346154188932
"CDS:b3153:yhbO:stress-resistance_protein:cds3098:+:518:NC_000913.3"	1.61969304084872	2.75980815567549	1.00133783461215	0.335847367179321	0.595346154188932
"CDS:b4319:fimG:minor_component_of_type_1_fimbriae:cds4237:+:503:NC_000913.3"	1.61969304084872	2.75980815567549	1.00133783461215	0.335847367179321	0.595346154188932
"CDS:b0102:zapD:FtsZ_stabilizer:cds98:-:743:NC_000913.3"	0.556205122174711	5.50920603453501	1.00131158146696	0.335853467270849	0.595346154188932
"CDS:b2539:hcaF:3-phenylpropionate_dioxygenase2C_small_28beta29_subunit:cds2521:+:518:NC_000913.3"	1.42313282308881	2.97705589000358	0.999394483017104	0.336299350700269	0.595694676290527
"CDS:b3543:dppB:dipeptide2Fheme_transporter:cds3480:-:1019:NC_000913.3"	0.799985762949758	4.40820664066604	0.999313653770702	0.336318168949805	0.595694676290527
"CDS:b1485:ddpC:D-ala-D-ala_transporter_subunit:cds1471:-:896:NC_000913.3"	1.58295049688742	3.03310412793387	0.997640900416263	0.336707952662665	0.596147466786009
"CDS:b0876:ybjD:putative_OLD_family_ATP-dependent_endonuclease3B_DUF2813_family_protein:cds857:+:1658:NC_000913.3"	0.494025705444498	5.89883647052958	0.994790402119359	0.337373679903437	0.596314857892052
"CDS:b0501:ybbD:putative_immunity_protein:cds491:+:490:NC_000913.3"	1.84353014615108	2.20994801483811	0.994176678873585	0.337517262575514	0.596314857892052
"CDS:b1518:lsrG:autoinducer-2_28AI-229_degrading_protein_LsrG:cds1503:+:290:NC_000913.3"	1.84353014615108	2.20994801483811	0.994176678873585	0.337517262575514	0.596314857892052
"CDS:b2650:ypjC:adhesin-like_autotransporter:cds2625:-:1373:NC_000913.3"	1.84353014615108	2.20994801483811	0.994176678873585	0.337517262575514	0.596314857892052
"CDS:b3265:acrE:cytoplasmic_membrane_lipoprotein:cds3209:+:1157:NC_000913.3"	1.84353014615108	2.20994801483811	0.994176678873585	0.337517262575514	0.596314857892052
"CDS:b3451:ugpE:glycerol-3-phosphate_transporter_subunit:cds3386:-:845:NC_000913.3"	1.65147716296131	2.30569385015221	0.993484404829749	0.337679328606959	0.596314857892052
"CDS:b2002:yeeS:CP4-44_prophage3B_putative_DNA_repair_protein:cds1982:+:446:NC_000913.3"	1.77751100028902	2.24324770930425	0.99264508406117	0.337875970335776	0.596314857892052
"CDS:b4082:mdtN:membrane_fusion_protein_of_efflux_pump:cds3998:-:1031:NC_000913.3"	1.77751100028902	2.24324770930425	0.99264508406117	0.337875970335776	0.596314857892052
"CDS:b0022:insA:IS1_repressor_TnpA:cds20:-:275:NC_000913.3"	-1.25162656472533	3.47007818764348	0.991356584170104	0.338178171437138	0.596611271880365
"CDS:b4573:insZ:thymidine_kinase2Fdeoxyuridine_kinase:cds1219:-:182:NC_000913.3"	1.97195291103202	2.01096660402003	0.990087826436871	0.338476124775118	0.59689995972247
"CDS:b3140:agaD:N-acetylgalactosamine-specific_enzyme_IID_component_of_PTS:cds3085:+:791:NC_000913.3"	1.67131870958754	2.59497985127115	0.988278883713571	0.338901592253074	0.597413199513154
"CDS:b1834:yebT:MCE_domain_protein:cds1825:+:2633:NC_000913.3"	0.49405096692232	5.88483325252022	0.985775443482782	0.339491686436986	0.598037218483575
"CDS:b1453:ansP:L-asparagine_transporter:cds1441:-:1499:NC_000913.3"	0.888439920830456	4.32545884398493	0.985128005234811	0.339644538610447	0.598037218483575
"CDS:b3057:bacA:undecaprenyl_pyrophosphate_phosphatase:cds3007:-:821:NC_000913.3"	0.584564448835918	5.38698972731574	0.985065492793802	0.339659302307053	0.598037218483575
"CDS:b2267:elaA:putative_acyl-CoA_transferase:cds2251:-:461:NC_000913.3"	-0.745987066985645	4.64248784821406	0.984285962590048	0.339843483792131	0.598124531474151
"CDS:b4490:efeU:proline,sodium_symporter:cds998:+:725:NC_000913.3"	1.53267144754007	2.65754464266995	0.982900135659972	0.340171274262689	0.598279780964023
"CDS:b0094:ftsA:ATP-binding_cell_division_protein_involved_in_recruitment_of_FtsK_to_Z_ring:cds91:+:1262:NC_000913.3"	-0.48400202138211	8.30902031394311	0.982774783248858	0.340200946556275	0.598279780964023
"CDS:b0324:yahJ:putative_metallo-dependent_hydrolase_domain_deaminase:cds321:+:1382:NC_000913.3"	0.724466279858304	4.6671066308677	0.980881828547741	0.340649486624649	0.598831613354407
"CDS:b2690:yqaB:fructose-1-P_and_6-phosphogluconate_phosphatase:cds2657:-:566:NC_000913.3"	-0.431285008162473	6.52521005188326	0.978889172428194	0.341122579024458	0.59942615309794
"CDS:b3148:yraN:UPF0102_family_protein:cds3093:+:395:NC_000913.3"	-0.592230577472573	5.23813233539884	0.977839312120772	0.341372218507171	0.59962772294303
"CDS:b2255:arnA:fused_UDP-L-Ara4N_formyltransferase2FUDP-GlcA_C-427-decarboxylase:cds2238:+:1982:NC_000913.3"	0.806232046061423	4.46344425892322	0.976258324180627	0.341748652313514	0.600051762497534
"CDS:b2898:ygfZ:iron-sulfur_cluster_repair_protein2C_plumbagin_resistance:cds2854:+:980:NC_000913.3"	0.445717256106365	7.68286558624527	0.974913961867593	0.342069220088302	0.60031363820167
"CDS:b1430:tehB:tellurite2C_selenium_methyltransferase2C_SAM-dependent3B_tellurite2C_selenium_resistance_protein:cds1416:+:593:NC_000913.3"	-0.517637600942816	5.89156431685296	0.97450021638314	0.342167967048792	0.60031363820167
"CDS:b1127:pepT:peptidase_T:cds1104:+:1226:NC_000913.3"	-0.541814306288104	8.6224059956436	0.971400112340801	0.342909176629032	0.60137663020498
"CDS:b0722:sdhD:succinate_dehydrogenase2C_membrane_subunit2C_binds_cytochrome_b556:cds710:+:347:NC_000913.3"	-0.638761495857311	5.47111574874018	0.968009873211543	0.343722431729438	0.602381659729244
"CDS:b2968:yghD:putative_membrane-anchored_secretion_pathway_M-type_protein:cds2921:-:536:NC_000913.3"	1.40899849192688	2.98112721730483	0.967825731469167	0.343766684241929	0.602381659729244
"CDS:b2708:srlQ:D-arabinose_5-phosphate_isomerase:cds2670:+:965:NC_000913.3"	0.632377117045243	7.14513802109629	0.99676432360766	0.343888899804926	0.602381659729244
"CDS:b4022:rluF:23S_rRNA_pseudouridine28260429_synthase:cds3936:+:872:NC_000913.3"	0.505011384191983	5.72829987174073	0.963388436140476	0.344835558474365	0.603801899866067
"CDS:b1940:fliH:negative_regulator_of_FliI_ATPase_activity:cds1927:+:686:NC_000913.3"	-2.41207869533511	5.28828969222404	1.21414389150323	0.345313011012157	0.604399771933055
"CDS:b4398:creB:response_regulator_in_two-component_regulatory_system_with_CreC:cds4313:+:689:NC_000913.3"	0.655690194875827	4.90100408172099	0.959062232789481	0.34588234192899	0.604889313447084
"CDS:b1161:ycgX:DUF1398_family_protein:cds1139:-:404:NC_000913.3"	-1.86908709110886	2.51753773552727	0.958499903714152	0.346018745309152	0.604889313447084
"CDS:b1268:yciQ:enhancer_of_membrane_protein_expression3B_putative_inner_membrane_protein:cds1248:+:1895:NC_000913.3"	0.632257445851952	5.17525049150387	0.958277883258878	0.346072622114153	0.604889313447084
"CDS:b3440:yhhX:putative_oxidoreductase:cds3375:-:1037:NC_000913.3"	-0.430560111376282	7.41449038396682	0.957303048888893	0.34630932616166	0.604889313447084
"CDS:b3280:yrdB:DUF1488_family_protein:cds3217:-:257:NC_000913.3"	0.748625852755713	4.9308195040095	0.956918401450119	0.346402789201886	0.604889313447084
"CDS:b1944:fliL:flagellar_biosynthesis_protein:cds1931:+:464:NC_000913.3"	-3.02845241058015	6.42974005609397	1.28202331021501	0.346554590248235	0.604889313447084
"CDS:b0723:sdhA:succinate_dehydrogenase2C_flavoprotein_subunit:cds711:+:1766:NC_000913.3"	0.475301093342817	7.98232940544399	0.956200981526392	0.346577208925346	0.604889313447084
"CDS:b1773:ydjI:putative_aldolase:cds1761:-:836:NC_000913.3"	1.45555231087705	2.76454038178239	0.955771807097626	0.346681611464834	0.604889313447084
"CDS:b2923:argO:arginine_transporter:cds2879:-:635:NC_000913.3"	-1.11303856345249	3.71180630529713	0.952354089021851	0.347514659799892	0.605876164091326
"CDS:b1608:rstA:response_regulator_of_RstAB_two-component_system2C_low_Mg-responsive_via_PhoQP:cds1596:+:719:NC_000913.3"	-0.514406953865314	6.31957823957055	0.952332714137096	0.347519878998378	0.605876164091326
"CDS:b2257:arnT:4-amino-4-deoxy-L-arabinose_transferase:cds2240:+:1652:NC_000913.3"	1.27470346881413	4.20195019492432	0.983919919131457	0.348210252753243	0.606841711072711
"CDS:b1499:ydeO:UV-inducible_global_regulator2C_EvgA-2C_GadE-dependent:cds1485:-:761:NC_000913.3"	2.20379015223035	1.71620435942892	0.947399856780931	0.348727427849727	0.607028863832427
"CDS:b3504:yhiS:arsenate_reductase:cds3440:+:482:NC_000913.3"	2.20379015223035	1.71620435942892	0.947399856780931	0.348727427849727	0.607028863832427
"CDS:b4494:arpB:threonyl-tRNA_synthetase:cds1708:+:1475:NC_000913.3"	2.20379015223035	1.71620435942892	0.947399856780931	0.348727427849727	0.607028863832427
"CDS:b2622:intA:CP4-57_prophage3B_integrase:cds2598:+:1241:NC_000913.3"	-0.443057758838019	6.8243205897572	0.945745816040279	0.349133706339309	0.607403157919097
"CDS:b3924:fpr:ferredoxin-NADP_reductase:cds3851:-:746:NC_000913.3"	0.469571441705263	6.63735066692486	0.944929653168276	0.349334433985365	0.607403157919097
"CDS:b3184:yhbE:EamA_family_inner_membrane_putative_transporter:cds3128:-:965:NC_000913.3"	-0.475708164471355	6.51904667432903	0.944856265124871	0.34935249136841	0.607403157919097
"CDS:b2215:ompC:outer_membrane_porin_protein_C:cds2198:-:1103:NC_000913.3"	-0.773761775405075	13.4389726031311	0.943942274092291	0.349577496585757	0.607556665947244
"CDS:b1080:flgI:putative_flagellar_basal_body_protein:cds1057:+:1097:NC_000913.3"	-1.00705425590758	4.85139046320392	0.97385012016932	0.350211569293455	0.608282546500238
"CDS:b1992:cobS:cobalamin_synthase:cds1970:-:743:NC_000913.3"	0.755206130316351	4.49885715310933	0.941139074940729	0.350268910102185	0.608282546500238
"CDS:b2889:idi:isopentenyl_diphosphate_isomerase:cds2845:+:548:NC_000913.3"	-0.642151505953368	5.12587610134748	0.939768751583797	0.350607631925868	0.608632936046312
"CDS:b2918:argK:membrane_ATPase2Fprotein_kinase:cds2874:+:995:NC_000913.3"	1.72585459744414	2.42001935155204	0.935721779210905	0.351610786696389	0.610024558589755
"CDS:b0458:ylaC:DUF1449_family_inner_membrane_protein:cds449:-:470:NC_000913.3"	-0.73956142695171	6.98612295650576	0.98968154102535	0.3519035248263	0.610024558589755
"CDS:b1263:trpD:fused_glutamine_amidotransferase_28component_II29_of_anthranilate_synthase2Fanthranilate_phosphoribosyl_transferase:cds1243:-:1595:NC_000913.3"	1.34618406722578	5.17547278986992	1.04962653199806	0.351908686173387	0.610024558589755
"CDS:b0188:tilS:tRNA28Ile29-lysidine_synthetase:cds182:+:1298:NC_000913.3"	0.646870955912788	5.17884563626838	0.933932437037484	0.352055667994903	0.610024558589755
"CDS:b1072:flgA:assembly_protein_for_flagellar_basal-body_periplasmic_P_ring:cds1049:-:659:NC_000913.3"	-2.15405871126665	6.14549086938461	1.21102716662068	0.352095632939406	0.610024558589755
"CDS:b0096:lpxC:UDP-3-O-acyl_N-acetylglucosamine_deacetylase:cds93:+:917:NC_000913.3"	-0.560952698144364	9.64416026023675	0.93154159105203	0.352651391250959	0.610614187531516
"CDS:b0709:dtpD:dipeptide_and_tripeptide_permease_D:cds697:-:1481:NC_000913.3"	0.9398634749532	4.01055401222271	0.931303646774348	0.352710760439559	0.610614187531516
"CDS:b0857:potI:putrescine_transporter_subunit,_membrane_component_of_ABC_superfamily:cds838:+:845:NC_000913.3"	1.59408332477387	2.61493815439204	0.926996288998978	0.353788028769013	0.612002335480536
"CDS:b2933:cmtA:putative_mannitol-specific_PTS_enzymes,_IIB_component2FIIC_component:cds2888:-:1388:NC_000913.3"	1.59408332477387	2.61493815439204	0.926996288998978	0.353788028769013	0.612002335480536
"CDS:b0085:murE:UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,meso-diaminopimelate_ligase:cds82:+:1487:NC_000913.3"	0.443490957120087	7.61873120360227	0.92133977736463	0.355210086330967	0.614223199865688
"CDS:b0799:dinG:ATP-dependent_DNA_helicase:cds780:+:2150:NC_000913.3"	0.449380409099124	6.24486746229745	0.918945458109679	0.355814559157543	0.61486181425898
"CDS:b3606:trmL:tRNA_Leu_mC342CmU34_227-O-methyltransferase2C_SAM-dependent:cds3552:+:473:NC_000913.3"	0.938079157055924	3.89564008547376	0.918781065488004	0.355856117523424	0.61486181425898
"CDS:b1620:malI:transcriptional_repressor_of_Mal_regulon:cds1608:-:1028:NC_000913.3"	-0.534607156364588	5.56860632052836	0.917822045075274	0.356098700048645	0.615041827833727
"CDS:b4377:yjjU:putative_patatin-like_family_phospholipase:cds4292:+:1073:NC_000913.3"	0.538661604906884	5.39775725399563	0.912810300688488	0.357370388388803	0.616748282283177
"CDS:b1056:yceI:secreted_protein:cds1033:-:575:NC_000913.3"	-0.92331552168088	4.06686128790962	0.912499267095047	0.357449531330156	0.616748282283177
"CDS:b4168:tsaE:tRNA28ANN29_t28629A37_threonylcarbamoyladenosine_modification_protein3B_ADP_binding_protein:cds4086:+:461:NC_000913.3"	0.828822756967141	4.30930796379761	0.911972220759789	0.357583698111474	0.616748282283177
"CDS:b2214:apbE:putative_thiamine-synthetic_flavin_transferase_lipoprotein:cds2197:-:1055:NC_000913.3"	0.801668439525485	4.25688229330319	0.911710239933912	0.357650416547814	0.616748282283177
"CDS:b1050:yceK:outer_membrane_integrity_lipoprotein:cds1028:+:227:NC_000913.3"	1.71992595156077	2.07772393068193	0.911199185774939	0.357780619200277	0.616748282283177
"CDS:b4225:chpB:toxin_of_the_ChpB-ChpS_toxin-antitoxin_system:cds4142:+:350:NC_000913.3"	-0.631446457215152	4.95142365209401	0.907608008307503	0.358697531371479	0.617670354654641
"CDS:b0353:mhpT:3-hydroxyphenylpropionic_transporter:cds349:+:1211:NC_000913.3"	1.06679573341307	3.58739463018679	0.907345429409921	0.358764710153977	0.617670354654641
"CDS:b3973:birA:bifunctional_biotin-5BacetylCoA_carboxylase5D_holoenzyme_synthetase2F_DNA-binding_transcriptional_repressor2C_bio-527-AMP-binding:cds3895:+:965:NC_000913.3"	-0.550534909209663	5.40903975292502	0.907285974088582	0.358779923921438	0.617670354654641
"CDS:b1603:pntA:pyridine_nucleotide_transhydrogenase2C_alpha_subunit:cds1591:-:1532:NC_000913.3"	0.477369370401037	7.98883611347464	0.906928253359769	0.358871479684582	0.617670354654641
"CDS:b1542:ydfI:putative_NAD-dependent_D-mannonate_oxidoreductase:cds1528:-:1460:NC_000913.3"	1.17297431777223	3.5063610277263	0.906081754801616	0.359088271885732	0.617804212257141
"CDS:b2729:hypD:hydrogenase_maturation_protein:cds2691:+:1121:NC_000913.3"	0.673620626275812	7.68446873813091	0.943158212517298	0.359361376381714	0.618034812941307
"CDS:b2836:aas:fused_2-acylglycerophospho-ethanolamine_acyl_transferase2Facyl-acyl_carrier_protein_synthetase:cds2795:-:2159:NC_000913.3"	-0.439574725733963	6.53030084171847	0.903534048427497	0.359741921486226	0.618449941618874
"CDS:b3173:yhbX:putative_EptAB_family_phosphoethanolamine_transferase2C_inner_membrane_protein:cds3118:-:1625:NC_000913.3"	-1.22838450398088	3.65159261640603	0.902304609928483	0.360057981107769	0.618753931957821
"CDS:b0523:purE:N5-carboxyaminoimidazole_ribonucleotide_mutase:cds513:-:509:NC_000913.3"	1.04458746637571	3.75161462783554	0.899251026484696	0.360844766508552	0.619866309379206
"CDS:b0989:cspH:stress_protein2C_member_of_the_CspA-family:cds970:-:212:NC_000913.3"	1.08120129244799	4.64371371676421	0.936271832711243	0.361029904892526	0.619944705310041
"CDS:b1254:yciB:IspA_family_inner_membrane_protein:cds1234:-:539:NC_000913.3"	-0.684759083116494	5.00958929569953	0.896221031186064	0.361627994894521	0.620468751975034
"CDS:b0360:insC1:IS2_repressor_TnpA:cds356:+:365:NC_000913.3"	0.863277363305508	4.05835519238409	0.895757824652869	0.36174795198076	0.620468751975034
"CDS:b1607:ydgC:GlpM_family_inner_membrane_protein:cds1595:-:335:NC_000913.3"	-0.999152731459508	3.92567548849182	0.895381405885517	0.361845477019494	0.620468751975034
"CDS:b2768:ygcP:putative_antiterminator_regulatory_protein:cds2730:+:575:NC_000913.3"	0.74767627308265	4.43579150880799	0.895195853457787	0.361893565508391	0.620468751975034
"CDS:b2137:yohF:putative_oxidoreductase:cds2121:-:761:NC_000913.3"	1.29653832066483	3.14062816142862	0.890812107950952	0.36303243848068	0.622004725023228
"CDS:b4664:ibsD:toxic_membrane_protein:cds3000:+:59:NC_000913.3"	-1.49219409246666	2.95700203891554	0.890670313495283	0.363069364696277	0.622004725023228
"ncRNA:tff:rna2:+:135:NC_000913.3"	-0.574053616754292	9.67500465711646	0.888634202348774	0.363600226145565	0.622651021476491
"CDS:b2726:hypA:protein_involved_in_nickel_insertion_into_hydrogenases_3:cds2688:+:350:NC_000913.3"	-0.543086686092691	6.98603241030352	0.895448449958865	0.363726834327851	0.622651021476491
"CDS:b1886:tar:methyl-accepting_chemotaxis_protein_II:cds1878:-:1661:NC_000913.3"	-2.77051951046671	6.15160505723789	1.17663443426358	0.363911652478886	0.622727525458671
"CDS:b1890:motA:proton_conductor_component_of_flagella_motor:cds1882:-:887:NC_000913.3"	-2.31723804327524	4.98265018489903	1.08280438934598	0.365016821059326	0.624297117977477
"CDS:b2464:talA:transaldolase_A:cds2443:+:950:NC_000913.3"	0.561335007667997	5.23753535843588	0.882868104964356	0.365109858151094	0.624297117977477
"CDS:b0070:setA:broad_specificity_sugar_efflux_system:cds68:+:1178:NC_000913.3"	-0.593057930723907	5.08825197702304	0.88229085921171	0.36526150115562	0.624316196590605
"CDS:b1025:ycdT:diguanylate_cyclase2C_membrane-anchored:cds1006:+:1358:NC_000913.3"	-0.606008558774121	5.01738532763288	0.879820441263818	0.365911542984554	0.625109185897907
"CDS:b3240:aaeB:p-hydroxybenzoic_acid_efflux_system_component:cds3184:-:1967:NC_000913.3"	0.948839286338903	4.27078436989061	0.879654793870245	0.366006773561286	0.625109185897907
"CDS:b2365:dsdX:D-serine_transporter:cds2349:+:1337:NC_000913.3"	-0.732851659613477	5.77467185455527	0.909774792889297	0.366458019565397	0.625639431021369
"CDS:b1511:lsrK:autoinducer-2_28AI-229_kinase:cds1496:-:1592:NC_000913.3"	0.643226841490903	5.03228189422856	0.875543580550791	0.367040997113813	0.626394082632022
"CDS:b4093:phnO:aminoalkylphosphonate_N-acetyltransferase:cds4010:-:434:NC_000913.3"	1.48235292564544	2.50248034791929	0.874665310625803	0.367273578216371	0.626550396005203
"CDS:b2445:yffN:CPZ-55_prophage3B_uncharacterized_protein:cds2424:+:368:NC_000913.3"	-3.35832744172407	1.64284225758577	0.879200821708446	0.367566292875594	0.626568701779494
"CDS:b2853:ygeI:uncharacterized_protein:cds2813:+:218:NC_000913.3"	-3.35832744172407	1.64284225758577	0.879200821708446	0.367566292875594	0.626568701779494
"CDS:b1096:pabC:4-amino-4-deoxychorismate_lyase_component_of_para-aminobenzoate_synthase_multienzyme_complex:cds1073:+:809:NC_000913.3"	-0.625323206075651	5.09866931379417	0.871617765459036	0.36808232897061	0.626936234525063
"CDS:b1904:yecR:lipoprotein2C_function_unknown:cds1896:+:323:NC_000913.3"	-2.87555070599961	5.42919994310972	1.1321930951605	0.36829000555248	0.626936234525063
"CDS:b0496:ybbP:putative_ABC_transporter_permease:cds487:+:2414:NC_000913.3"	0.617011943534552	5.20561097859759	0.870786028671785	0.368303515298509	0.626936234525063
"CDS:b0945:pyrD:dihydro-orotate_oxidase2C_FMN-linked:cds925:+:1010:NC_000913.3"	-0.607774177998501	5.09591030327302	0.870022183206907	0.368506822008188	0.626936234525063
"CDS:b2671:ygaC:uncharacterized_protein:cds2639:-:344:NC_000913.3"	-0.936016604629288	3.95481727412105	0.869281176483997	0.368704210176046	0.626936234525063
"CDS:b1090:plsX:putative_phosphate_acyltransferase:cds1067:+:1070:NC_000913.3"	-0.456922880227132	8.11385740870359	0.869013025181548	0.368775678816646	0.626936234525063
"CDS:b2783:mazE:antitoxin_of_the_ChpA-ChpR_toxin-antitoxin_system:cds2745:-:248:NC_000913.3"	-0.435925936839974	6.06194139575503	0.868898112164314	0.368806312180539	0.626936234525063
"CDS:b2998:yghW:DUF2623_family_protein:cds2951:-:287:NC_000913.3"	-1.41793137229791	3.24049134236943	0.868088425975672	0.369022265129458	0.626936234525063
"CDS:b4137:cutA:divalent-cation_tolerance_protein2C_copper_sensitivity:cds4055:-:338:NC_000913.3"	0.581901182291462	5.10882132238828	0.86797859544038	0.369051572798732	0.626936234525063
"CDS:b0035:caiE:stimulator_of_CaiD_and_CaiB_enzyme_activities:cds33:-:590:NC_000913.3"	-1.00654206085538	3.87605981393556	0.86606090372387	0.369563859583864	0.627372891363696
"CDS:b3209:elbB:isoprenoid_biosynthesis_protein_with_amidotransferase-like_domain:cds3153:-:653:NC_000913.3"	-0.423137400498875	6.80022851561824	0.865878979544417	0.369612513519312	0.627372891363696
"CDS:b1842:holE:DNA_polymerase_III2C_theta_subunit:cds1833:+:230:NC_000913.3"	-0.67568374536713	5.09377867961706	0.865278056492969	0.369773292934262	0.627372891363696
"CDS:b0834:yliF:putative_membrane-anchored_diguanylate_cyclase:cds815:+:1328:NC_000913.3"	-1.08392607250566	3.64339611234028	0.864215354834719	0.370057879358196	0.627372891363696
"CDS:b4219:msrA:methionine_sulfoxide_reductase_A:cds4137:-:638:NC_000913.3"	0.476917523373662	5.85236677659932	0.862910101339441	0.370407868775979	0.627372891363696
"ncRNA:sdsR:rna55:-:120:NC_000913.3"	-1.77479460342733	2.45684785878488	0.862815077658012	0.370433367681959	0.627372891363696
"CDS:b1840:yebZ:inner_membrane_protein:cds1831:-:872:NC_000913.3"	-0.438414795387075	6.07260971239963	0.862807952715235	0.370435279713859	0.627372891363696
"CDS:b0781:moaA:molybdopterin_biosynthesis_protein_A:cds762:+:989:NC_000913.3"	-0.430978647580743	7.44348149958747	0.862165832069477	0.370607658304819	0.627372891363696
"CDS:b0897:ycaC:putative_isochorismatase_family_hydrolase:cds877:-:626:NC_000913.3"	1.49592082428485	5.13328338896567	0.990269490808837	0.371058252900872	0.627372891363696
"CDS:b2233:yfaL:adhesin:cds2215:-:3752:NC_000913.3"	0.514751100029558	5.45955175154636	0.860347832638127	0.371096356005134	0.627372891363696
"CDS:b4580:yaiT:5-aminolevulinate_dehydratase_28porphobilinogen_synthase29:cds365:+:1448:NC_000913.3"	-0.862807121299913	4.37219817953447	0.859803913173348	0.371242755004533	0.627372891363696
"CDS:b3868:glnG:fused_DNA-binding_response_regulator_in_two-component_regulatory_system_with_GlnL,_response_regulator2Fsigma54_interaction_protein:cds3796:-:1409:NC_000913.3"	0.511559801466118	5.41974828956555	0.858788006257009	0.37151642398334	0.627372891363696
"CDS:b1843:yobB:C-N_hydrolase_family_protein:cds1834:+:656:NC_000913.3"	-0.646515912927952	5.0327531491087	0.857613817742416	0.371833108390047	0.627372891363696
